"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서추구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2020.11.29.00","125","1","105","3","220","2","217","2","177","5","299","5","286","8","454","7","188","2","308","5","458","13","351","4","250","8","280","7","292","10","582","14","269","7","117","2","284","4","383","9","535","3","451","8","489","6","598","6","271","5","660","10"
"2020.11.28.00","124","4","102","0","218","7","215","1","172","1","294","5","278","11","447","3","186","1","303","3","445","6","347","5","242","12","273","7","282","17","568","26","262","5","115","3","280","5","374","4","532","10","443","13","483","8","592","10","266","3","650","7"
"2020.11.27.00","120","2","102","2","211","6","214","6","171","1","289","5","267","11","444","4","185","1","300","3","439","11","342","2","230","1","266","1","265","14","542","56","257","7","112","4","275","5","370","9","522","8","430","12","475","5","582","10","263","2","643","15"
"2020.11.26.00","118","1","100","0","205","4","208","7","170","2","284","4","256","7","440","7","184","5","297","5","428","16","340","4","229","2","265","5","251","12","486","59","250","5","108","1","270","3","361","5","514","1","418","8","470","9","572","16","261","5","628","19"
"2020.11.25.00","117","1","100","7","201","7","201","2","168","4","280","1","249","5","433","6","179","4","292","2","412","5","336","4","227","7","260","10","239","6","427","9","245","0","107","1","267","3","356","7","513","4","410","20","461","14","556","6","256","4","609","3"
"2020.11.24.00","116","1","93","3","194","10","199","4","164","3","279","4","244","6","427","2","175","0","290","5","407","7","332","1","220","2","250","7","233","2","418","7","245","4","106","1","264","4","349","4","509","3","390","26","447","16","550","5","252","5","606","2"
"2020.11.23.00","115","3","90","0","184","2","195","1","161","2","275","0","238","5","425","3","175","1","285","1","400","2","331","9","218","6","243","14","231","3","411","4","241","4","105","0","260","3","345","8","506","2","364","15","431","4","545","9","247","4","604","7"
"2020.11.22.00","112","3","90","0","182","1","194","4","159","0","275","8","233","3","422","5","174","2","284","0","398","4","322","7","212","8","229","6","228","6","407","2","237","1","105","0","257","2","337","9","504","3","349","13","427","9","536","15","243","6","597","4"
"2020.11.21.00","109","2","90","1","181","4","190","3","159","3","267","7","230","1","417","4","172","1","284","4","394","4","315","4","204","12","223","6","222","6","405","5","236","5","105","1","255","9","328","19","501","4","336","16","418","12","521","9","237","4","593","10"
"2020.11.20.00","107","3","89","5","177","6","187","2","156","2","260","12","229","3","413","8","171","3","280","8","390","7","311","3","192","4","217","3","216","3","400","7","231","2","104","0","246","5","309","6","497","1","320","18","406","4","512","11","233","2","583","4"
"2020.11.19.00","104","1","84","1","171","1","185","5","154","1","248","2","226","0","405","7","168","1","272","11","383","9","308","4","188","5","214","4","213","1","393","3","229","1","104","1","241","7","303","7","496","1","302","9","402","6","501","8","231","6","579","7"
"2020.11.18.00","103","1","83","2","170","1","180","6","153","2","246","4","226","2","398","7","167","1","261","6","374","3","304","3","183","0","210","2","212","2","390","12","228","3","103","0","234","3","296","7","495","0","293","8","396","4","493","6","225","1","572","6"
"2020.11.17.00","102","2","81","1","169","0","174","3","151","1","242","4","224","1","391","5","166","1","255","7","371","4","301","2","183","5","208","6","210","4","378","4","225","6","103","1","231","2","289","2","495","1","285","10","392","0","487","10","224","3","566","13"
"2020.11.16.00","100","0","80","0","169","0","171","3","150","0","238","1","223","3","386","6","165","2","248","4","367","4","299","3","178","1","202","1","206","3","374","9","219","3","102","0","229","2","287","3","494","1","275","3","392","2","477","12","221","0","553","5"
"2020.11.15.00","100","2","80","3","169","1","168","1","150","0","237","2","220","3","380","6","163","0","244","1","363","11","296","2","177","6","201","2","203","1","365","9","216","4","102","0","227","0","284","2","493","0","272","4","390","2","465","12","221","5","548","6"
"2020.11.14.00","98","0","77","4","168","3","167","0","150","1","235","17","217","1","374","4","163","2","243","0","352","5","294","3","171","2","199","1","202","0","356","9","212","1","102","0","227","1","282","4","493","2","268","2","388","2","453","2","216","0","542","3"
"2020.11.13.00","98","0","73","1","165","1","167","2","149","1","218","11","216","4","370","2","161","0","243","3","347","6","291","4","169","1","198","3","202","1","347","7","211","1","102","2","226","1","278","1","491","2","266","4","386","3","451","4","216","1","539","8"
"2020.11.12.00","98","0","72","4","164","4","165","2","148","0","207","7","212","0","368","3","161","0","240","4","341","3","287","0","168","2","195","2","201","0","340","2","210","0","100","1","225","1","277","0","489","1","262","1","383","5","447","4","215","1","531","6"
"2020.11.11.00","98","0","68","1","160","2","163","0","148","1","200","1","212","1","365","1","161","0","236","0","338","1","287","1","166","1","193","2","201","1","338","5","210","0","99","0","224","0","277","0","488","0","261","4","378","1","443","4","214","1","525","16"
"2020.11.10.00","98","0","67","0","158","0","163","0","147","1","199","2","211","1","364","0","161","0","236","3","337","0","286","2","165","0","191","0","200","0","333","7","210","0","99","0","224","0","277","1","488","2","257","6","377","2","439","2","213","2","509","5"
"2020.11.09.00","98","0","67","0","158","7","163","5","146","0","197","2","210","0","364","0","161","0","233","1","337","0","284","2","165","3","191","1","200","2","326","4","210","0","99","0","224","1","276","3","486","0","251","5","375","1","437","4","211","1","504","3"
"2020.11.08.00","98","0","67","0","151","1","158","8","146","0","195","5","210","0","364","3","161","2","232","0","337","0","282","1","162","9","190","0","198","0","322","4","210","0","99","1","223","6","273","2","486","0","246","1","374","3","433","2","210","3","501","4"
"2020.11.07.00","98","0","67","2","150","0","150","6","146","2","190","2","210","0","361","3","159","0","232","1","337","0","281","2","153","3","190","1","198","0","318","3","210","0","98","0","217","0","271","1","486","3","245","3","371","3","431","0","207","0","497","2"
"2020.11.06.00","98","0","65","0","150","1","144","0","144","0","188","4","210","0","358","3","159","0","231","1","337","1","279","4","150","1","189","0","198","3","315","1","210","0","98","0","217","3","270","0","483","5","242","0","368","3","431","8","207","0","495","2"
"2020.11.05.00","98","0","65","0","149","1","144","1","144","3","184","2","210","1","355","1","159","0","230","0","336","0","275","3","149","5","189","0","195","1","314","2","210","0","98","0","214","2","270","3","478","1","242","4","365","2","423","9","207","1","493","7"
"2020.11.04.00","98","1","65","0","148","1","143","4","141","0","182","4","209","0","354","1","159","0","230","0","336","1","272","2","144","7","189","0","194","0","312","2","210","1","98","0","212","2","267","1","477","1","238","1","363","2","414","6","206","1","486","5"
"2020.11.03.00","97","2","65","0","147","1","139","1","141","0","178","0","209","0","353","0","159","0","230","0","335","0","270","0","137","0","189","0","194","1","310","0","209","4","98","0","210","2","266","2","476","1","237","1","361","2","408","3","205","0","481","2"
"2020.11.02.00","95","0","65","0","146","2","138","0","141","0","178","2","209","0","353","2","159","0","230","2","335","1","270","0","137","0","189","1","193","0","310","3","205","0","98","0","208","0","264","0","475","0","236","2","359","2","405","5","205","1","479","2"
"2020.11.01.00","95","0","65","0","144","1","138","1","141","1","176","0","209","0","351","0","159","0","228","0","334","1","270","3","137","0","188","1","193","0","307","1","205","2","98","0","208","1","264","2","475","2","234","5","357","14","400","9","204","0","477","1"
"2020.10.31.00","95","0","65","1","143","0","137","2","140","1","176","3","209","1","351","3","159","0","228","0","333","1","267","2","137","0","187","1","193","3","306","2","203","2","98","0","207","2","262","0","473","4","229","2","343","8","391","1","204","1","476","6"
"2020.10.30.00","95","0","64","0","143","0","135","2","139","2","173","0","208","0","348","0","159","3","228","3","332","1","265","0","137","0","186","3","190","2","304","3","201","0","98","0","205","0","262","2","469","3","227","4","335","11","390","8","203","1","470","2"
"2020.10.29.00","95","0","64","1","143","1","133","0","137","0","173","0","208","1","348","0","156","0","225","1","331","4","265","1","137","0","183","0","188","1","301","1","201","0","98","1","205","0","260","0","466","3","223","3","324","7","382","5","202","0","468","3"
"2020.10.28.00","95","1","63","0","142","0","133","2","137","1","173","0","207","1","348","1","156","0","224","1","327","0","264","1","137","0","183","0","187","0","300","0","201","0","97","0","205","0","260","0","463","4","220","2","317","8","377","4","202","1","465","4"
"2020.10.27.00","94","0","63","0","142","0","131","1","136","0","173","1","206","2","347","0","156","0","223","0","327","1","263","1","137","0","183","0","187","0","300","0","201","0","97","1","205","0","260","0","459","3","218","1","309","4","373","4","201","1","461","0"
"2020.10.26.00","94","0","63","0","142","0","130","0","136","0","172","0","204","1","347","0","156","0","223","0","326","1","262","1","137","0","183","0","187","0","300","1","201","1","96","0","205","1","260","1","456","0","217","2","305","1","369","3","200","0","461","1"
"2020.10.25.00","94","0","63","0","142","0","130","0","136","0","172","2","203","0","347","1","156","0","223","0","325","2","261","0","137","1","183","2","187","2","299","2","200","1","96","0","204","1","259","1","456","2","215","2","304","2","366","2","200","0","460","4"
"2020.10.24.00","94","0","63","0","142","2","130","0","136","0","170","0","203","1","346","1","156","0","223","0","323","0","261","0","136","0","181","1","185","0","297","1","199","3","96","0","203","4","258","2","454","0","213","1","302","3","364","1","200","0","456","1"
"2020.10.23.00","94","0","63","0","140","0","130","1","136","0","170","0","202","1","345","0","156","0","223","0","323","0","261","0","136","1","180","0","185","0","296","0","196","2","96","0","199","2","256","2","454","2","212","3","299","2","363","3","200","1","455","1"
"2020.10.22.00","94","0","63","0","140","0","129","0","136","0","170","0","201","0","345","0","156","0","223","1","323","0","261","1","135","0","180","0","185","1","296","0","194","1","96","0","197","0","254","0","452","7","209","0","297","4","360","0","199","1","454","1"
"2020.10.21.00","94","0","63","0","140","0","129","1","136","0","170","0","201","0","345","0","156","0","222","1","323","0","260","0","135","0","180","0","184","0","296","1","193","0","96","0","197","0","254","0","445","3","209","1","293","3","360","2","198","1","453","2"
"2020.10.20.00","94","0","63","0","140","1","128","0","136","0","170","0","201","2","345","1","156","0","221","0","323","0","260","0","135","0","180","0","184","1","295","0","193","0","96","0","197","0","254","1","442","0","208","1","290","2","358","0","197","0","451","3"
"2020.10.19.00","94","0","63","0","139","3","128","0","136","1","170","0","199","0","344","1","156","0","221","0","323","0","260","1","135","0","180","1","183","0","295","0","193","0","96","0","197","0","253","1","442","1","207","1","288","2","358","0","197","0","448","4"
"2020.10.18.00","94","0","63","0","136","0","128","0","135","0","170","0","199","0","343","0","156","0","221","0","323","1","259","0","135","2","179","1","183","2","295","0","193","0","96","1","197","0","252","0","441","6","206","0","286","2","358","3","197","1","444","0"
"2020.10.17.00","94","2","63","0","136","0","128","0","135","0","170","0","199","1","343","3","156","1","221","0","322","0","259","1","133","0","178","1","181","0","295","1","193","1","95","0","197","0","252","0","435","2","206","0","284","0","355","2","196","2","444","1"
"2020.10.16.00","92","0","63","0","136","1","128","0","135","0","170","1","198","1","340","2","155","0","221","1","322","1","258","1","133","0","177","0","181","0","294","0","192","1","95","0","197","0","252","1","433","2","206","2","284","0","353","3","194","2","443","0"
"2020.10.15.00","92","0","63","3","135","1","128","1","135","0","169","0","197","0","338","0","155","0","220","0","321","0","257","3","133","1","177","0","181","0","294","0","191","0","95","0","197","0","251","1","431","6","204","1","284","1","350","0","192","1","443","2"
"2020.10.14.00","92","1","60","1","134","0","127","0","135","0","169","3","197","3","338","1","155","0","220","0","321","0","254","1","132","1","177","2","181","1","294","0","191","0","95","0","197","0","250","2","425","4","203","0","283","3","350","1","191","0","441","2"
"2020.10.13.00","91","1","59","0","134","1","127","0","135","0","166","0","194","0","337","1","155","0","220","1","321","1","253","0","131","0","175","1","180","0","294","2","191","0","95","0","197","0","248","1","421","3","203","0","280","1","349","0","191","0","439","7"
"2020.10.12.00","90","0","59","0","133","4","127","0","135","0","166","2","194","1","336","0","155","0","219","1","320","4","253","0","131","0","174","2","180","0","292","1","191","2","95","0","197","1","247","1","418","5","203","1","279","1","349","2","191","2","432","1"
"2020.10.11.00","90","1","59","1","129","1","127","0","135","0","164","0","193","0","336","0","155","3","218","1","316","2","253","0","131","0","172","3","180","0","291","3","189","0","95","0","196","1","246","0","413","0","202","0","278","0","347","3","189","1","431","4"
"2020.10.10.00","89","0","58","0","128","1","127","0","135","1","164","0","193","1","336","1","152","1","217","5","314","1","253","0","131","0","169","1","180","0","288","0","189","0","95","0","195","2","246","1","413","0","202","0","278","0","344","3","188","0","427","7"
"2020.10.09.00","89","0","58","0","127","0","127","3","134","1","164","1","192","0","335","0","151","0","212","0","313","1","253","0","131","0","168","0","180","0","288","0","189","0","95","0","193","1","245","1","413","4","202","2","278","3","341","0","188","0","420","4"
"2020.10.08.00","89","0","58","0","127","1","124","1","133","0","163","0","192","0","335","0","151","0","212","0","312","2","253","1","131","0","168","0","180","0","288","0","189","0","95","0","192","0","244","0","409","2","200","1","275","0","341","1","188","1","416","0"
"2020.10.07.00","89","0","58","0","126","1","123","1","133","1","163","6","192","1","335","0","151","2","212","4","310","3","252","0","131","4","168","1","180","0","288","0","189","0","95","0","192","1","244","0","407","5","199","2","275","2","340","1","187","0","416","5"
"2020.10.06.00","89","0","58","0","125","1","122","0","132","1","157","1","191","1","335","0","149","1","208","0","307","2","252","0","127","0","167","0","180","0","288","1","189","2","95","1","191","1","244","1","402","2","197","1","273","0","339","0","187","0","411","3"
"2020.10.05.00","89","0","58","0","124","0","122","0","131","1","156","2","190","0","335","0","148","3","208","1","305","1","252","0","127","0","167","0","180","0","287","0","187","1","94","0","190","0","243","2","400","4","196","0","273","1","339","0","187","2","408","1"
"2020.10.04.00","89","0","58","0","124","1","122","0","130","0","154","0","190","1","335","0","145","0","207","0","304","0","252","0","127","0","167","0","180","0","287","0","186","1","94","0","190","0","241","0","396","3","196","0","272","1","339","0","185","0","407","1"
"2020.10.03.00","89","0","58","0","123","0","122","0","130","0","154","1","189","1","335","0","145","1","207","1","304","3","252","1","127","0","167","1","180","0","287","0","185","1","94","0","190","0","241","2","393","1","196","1","271","0","339","0","185","0","406","10"
"2020.10.02.00","89","1","58","0","123","0","122","2","130","0","153","1","188","0","335","1","144","0","206","0","301","0","251","0","127","0","166","4","180","0","287","2","184","1","94","1","190","0","239","3","392","3","195","0","271","1","339","0","185","0","396","1"
"2020.10.01.00","88","0","58","0","123","1","120","4","130","1","152","3","188","1","334","0","144","0","206","0","301","0","251","0","127","1","162","1","180","0","285","0","183","2","93","2","190","1","236","2","389","6","195","0","270","1","339","2","185","1","395","1"
"2020.09.30.00","88","0","58","0","122","0","116","0","129","0","149","0","187","0","334","0","144","0","206","0","301","0","251","0","126","0","161","0","180","0","285","0","181","0","91","0","189","0","234","1","383","3","195","2","269","0","337","0","184","0","394","30"
"2020.09.29.00","88","0","58","0","122","2","116","0","129","1","149","5","187","0","334","4","144","1","206","6","301","0","251","1","126","0","161","1","180","0","285","0","181","0","91","0","189","1","233","2","380","2","193","0","269","0","337","0","184","0","364","0"
"2020.09.28.00","88","0","58","0","120","0","116","0","128","0","144","0","187","0","330","0","143","0","200","0","301","0","250","1","126","0","160","0","180","0","285","0","181","0","91","0","188","0","231","0","378","1","193","0","269","2","337","1","184","1","364","0"
"2020.09.27.00","88","0","58","2","120","4","116","0","128","1","144","1","187","1","330","2","143","0","200","8","301","1","249","1","126","1","160","0","180","0","285","2","181","2","91","0","188","3","231","4","377","6","193","0","267","0","336","2","183","2","364","5"
"2020.09.26.00","88","0","56","1","116","0","116","0","127","0","143","0","186","0","328","0","143","0","192","0","300","0","248","0","125","0","160","0","180","0","283","1","179","0","91","0","185","1","227","0","371","3","193","2","267","3","334","0","181","0","359","1"
"2020.09.25.00","88","2","55","0","116","1","116","0","127","1","143","2","186","1","328","4","143","0","192","16","300","1","248","3","125","0","160","0","180","1","282","1","179","6","91","1","184","4","227","4","368","7","191","5","264","1","334","2","181","1","358","3"
"2020.09.24.00","86","0","55","0","115","2","116","2","126","0","141","0","185","0","324","0","143","1","176","0","299","0","245","1","125","0","160","0","179","0","281","6","173","0","90","0","180","1","223","0","361","3","186","1","263","2","332","2","180","0","355","3"
"2020.09.23.00","86","2","55","0","113","0","114","0","126","0","141","0","185","1","324","3","142","0","176","8","299","1","244","0","125","0","160","0","179","0","275","6","173","3","90","1","179","2","223","3","358","4","185","0","261","1","330","2","180","1","352","3"
"2020.09.22.00","84","0","55","0","113","0","114","1","126","2","141","0","184","1","321","0","142","1","168","1","298","1","244","3","125","0","160","5","179","3","269","5","170","1","89","2","177","2","220","4","354","5","185","1","260","0","328","1","179","0","349","0"
"2020.09.21.00","84","0","55","0","113","0","113","2","124","0","141","0","183","1","321","0","141","0","167","0","297","2","241","0","125","2","155","1","176","0","264","0","169","2","87","1","175","1","216","3","349","2","184","1","260","2","327","0","179","0","349","3"
"2020.09.20.00","84","0","55","1","113","0","111","0","124","1","141","0","182","1","321","0","141","0","167","0","295","0","241","0","123","0","154","0","176","2","264","0","167","0","86","1","174","0","213","1","347","2","183","1","258","4","327","3","179","0","346","3"
"2020.09.19.00","84","0","54","0","113","0","111","2","123","0","141","0","181","1","321","2","141","0","167","0","295","1","241","2","123","0","154","0","174","2","264","2","167","2","85","1","174","1","212","0","345","4","182","3","254","5","324","2","179","0","343","2"
"2020.09.18.00","84","0","54","0","113","0","109","0","123","0","141","0","180","1","319","1","141","0","167","2","294","4","239","1","123","2","154","3","172","3","262","3","165","0","84","0","173","1","212","1","341","4","179","2","249","3","322","5","179","0","341","3"
"2020.09.17.00","84","0","54","0","113","0","109","1","123","3","141","4","179","3","318","1","141","4","165","2","290","2","238","4","121","3","151","1","169","4","259","4","165","4","84","0","172","5","211","6","337","6","177","2","246","8","317","5","179","2","338","6"
"2020.09.16.00","84","1","54","0","113","2","108","0","120","0","137","2","176","1","317","2","137","0","163","0","288","6","234","1","118","3","150","1","165","3","255","3","161","1","84","0","167","2","205","4","331","2","175","3","238","1","312","6","177","0","332","6"
"2020.09.15.00","83","1","54","0","111","0","108","1","120","0","135","1","175","0","315","1","137","3","163","1","282","3","233","1","115","1","149","1","162","0","252","1","160","1","84","0","165","1","201","1","329","2","172","2","237","7","306","3","177","1","326","3"
"2020.09.14.00","82","0","54","0","111","0","107","0","120","0","134","0","175","1","314","2","134","1","162","2","279","4","232","2","114","0","148","2","162","0","251","2","159","1","84","1","164","2","200","0","327","4","170","2","230","4","303","6","176","1","323","4"
"2020.09.13.00","82","1","54","0","111","0","107","1","120","0","134","0","174","1","312","3","133","2","160","3","275","0","230","1","114","1","146","0","162","0","249","0","158","0","83","1","162","3","200","1","323","3","168","0","226","3","297","4","175","1","319","5"
"2020.09.12.00","81","2","54","0","111","1","106","0","120","0","134","0","173","0","309","0","131","0","157","1","275","3","229","3","113","0","146","0","162","1","249","1","158","1","82","0","159","0","199","0","320","11","168","2","223","5","293","5","174","1","314","1"
"2020.09.11.00","79","3","54","1","110","1","106","2","120","2","134","3","173","1","309","1","131","3","156","1","272","2","226","4","113","4","146","0","161","1","248","6","157","1","82","1","159","2","199","2","309","6","166","3","218","1","288","4","173","1","313","8"
"2020.09.10.00","76","7","53","0","109","1","104","0","118","0","131","0","172","0","308","0","128","1","155","3","270","3","222","4","109","1","146","0","160","0","242","1","156","0","81","1","157","0","197","3","303","3","163","1","217","1","284","2","172","2","305","2"
"2020.09.09.00","69","0","53","0","108","0","104","1","118","4","131","3","172","0","308","2","127","1","152","1","267","1","218","5","108","2","146","1","160","1","241","2","156","1","80","1","157","0","194","3","300","7","162","1","216","2","282","2","170","2","303","4"
"2020.09.08.00","69","2","53","0","108","1","103","2","114","2","128","1","172","4","306","5","126","2","151","4","266","3","213","4","106","3","145","3","159","1","239","5","155","3","79","1","157","7","191","4","293","5","161","4","214","2","280","6","168","1","299","6"
"2020.09.07.00","67","0","53","0","107","0","101","0","112","0","127","1","168","0","301","2","124","1","147","1","263","5","209","6","103","1","142","0","158","2","234","1","152","0","78","2","150","2","187","5","288","7","157","0","212","1","274","2","167","2","293","3"
"2020.09.06.00","67","0","53","0","107","0","101","1","112","2","126","0","168","5","299","4","123","2","146","1","258","3","203","2","102","2","142","2","156","3","233","3","152","0","76","1","148","3","182","1","281","4","157","1","211","3","272","6","165","5","290","4"
"2020.09.05.00","67","0","53","1","107","2","100","5","110","4","126","1","163","3","295","1","121","0","145","2","255","2","201","4","100","3","140","4","153","0","230","1","152","0","75","1","145","1","181","0","277","2","156","2","208","5","266","3","160","3","286","6"
"2020.09.04.00","67","0","52","0","105","0","95","2","106","4","125","1","160","5","294","2","121","0","143","2","253","3","197","1","97","1","136","1","153","1","229","0","152","0","74","0","144","0","181","0","275","5","154","5","203","4","263","0","157","3","280","6"
"2020.09.03.00","67","0","52","2","105","2","93","1","102","2","124","1","155","2","292","2","121","2","141","1","250","5","196","3","96","0","135","2","152","1","229","4","152","1","74","0","144","4","181","2","270","10","149","2","199","4","263","2","154","7","274","3"
"2020.09.02.00","67","2","50","0","103","1","92","2","100","4","123","5","153","6","290","4","119","6","140","3","245","4","193","7","96","3","133","1","151","2","225","5","151","0","74","1","140","3","179","0","260","6","147","4","195","9","261","1","147","4","271","4"
"2020.09.01.00","65","2","50","0","102","2","90","2","96","0","118","1","147","6","286","6","113","7","137","5","241","11","186","3","93","1","132","3","149","6","220","7","151","0","73","1","137","0","179","4","254","10","143","5","186","12","260","3","143","2","267","4"
"2020.08.31.00","63","0","50","1","100","0","88","1","96","2","117","2","141","2","280","4","106","4","132","7","230","7","183","3","92","1","129","1","143","1","213","4","151","1","72","2","137","0","175","13","244","5","138","0","174","2","257","1","141","2","263","4"
"2020.08.30.00","63","4","49","2","100","0","87","2","94","6","115","6","139","7","276","7","102","3","125","2","223","18","180","9","91","5","128","3","142","9","209","6","150","6","70","2","137","13","162","15","239","8","138","3","172","4","256","12","139","1","259","13"
"2020.08.29.00","59","0","47","3","100","1","85","0","88","5","109","2","132","4","269","6","99","4","123","6","205","7","171","1","86","5","125","2","133","3","203","4","144","2","68","3","124","5","147","12","231","10","135","6","168","4","244","14","138","2","246","7"
"2020.08.28.00","59","3","44","2","99","4","85","0","83","4","107","2","128","4","263","7","95","7","117","4","198","17","170","9","81","2","123","12","130","3","199","4","142","7","65","1","119","7","135","8","221","14","129","3","164","4","230","16","136","7","239","11"
"2020.08.27.00","56","2","42","1","95","3","85","0","79","1","105","0","124","4","256","8","88","0","113","2","181","18","161","4","79","4","111","2","127","2","195","10","135","8","64","3","112","0","127","6","207","7","126","2","160","2","214","8","129","2","228","8"
"2020.08.26.00","54","4","41","1","92","2","85","5","78","7","105","4","120","5","248","5","88","5","111","1","163","6","157","9","75","6","109","8","125","8","185","12","127","3","61","7","112","14","121","3","200","9","124","5","158","7","206","6","127","5","220","9"
"2020.08.25.00","50","1","40","0","90","3","80","2","71","6","101","3","115","13","243","10","83","2","110","6","157","17","148","6","69","4","101","2","117","6","173","2","124","2","54","2","98","4","118","1","191","8","119","5","151","5","200","8","122","10","211","14"
"2020.08.24.00","49","2","40","3","87","5","78","2","65","1","98","4","102","8","233","8","81","2","104","0","140","3","142","6","65","2","99","3","111","9","171","6","122","4","52","3","94","3","117","1","183","3","114","1","146","5","192","5","112","4","197","4"
"2020.08.23.00","47","1","37","1","82","4","76","1","64","2","94","4","94","5","225","15","79","4","104","3","137","14","136","11","63","1","96","4","102","4","165","7","118","2","49","1","91","6","116","9","180","5","113","7","141","7","187","5","108","12","193","12"
"2020.08.22.00","46","2","36","2","78","2","75","3","62","7","90","6","89","2","210","8","75","6","101","1","123","4","125","8","62","6","92","8","98","6","158","7","116","8","48","2","85","1","107","4","175","4","106","4","134","5","182","12","96","3","181","6"
"2020.08.21.00","44","3","34","4","76","2","72","4","55","3","84","6","87","7","202","9","69","2","100","6","119","6","117","10","56","0","84","2","92","2","151","14","108","5","46","2","84","1","103","2","171","3","102","6","129","5","170","12","93","4","175","7"
"2020.08.20.00","41","4","30","0","74","0","68","0","52","2","78","5","80","3","193","18","67","9","94","2","113","9","107","11","56","4","82","2","90","2","137","4","103","2","44","0","83","2","101","5","168","3","96","3","124","5","158","14","89","15","168","10"
"2020.08.19.00","37","4","30","1","74","4","68","2","50","3","73","6","77","9","175","20","58","8","92","4","104","9","96","6","52","3","80","8","88","4","133","2","101","6","44","1","81","3","96","4","165","6","93","6","119","6","144","11","74","8","158","8"
"2020.08.18.00","33","0","29","1","70","0","66","0","47","4","67","6","68","9","155","22","50","8","88","3","95","10","90","5","49","1","72","3","84","3","131","2","95","2","43","1","78","1","92","11","159","2","87","1","113","2","133","10","66","5","150","16"
"2020.08.17.00","33","2","28","1","70","3","66","1","43","3","61","3","59","5","133","18","42","3","85","3","85","15","85","2","48","0","69","4","81","1","129","6","93","0","42","0","77","0","81","1","157","0","86","0","111","1","123","8","61","5","134","6"
"2020.08.16.00","31","0","27","0","67","4","65","1","40","7","58","6","54","8","115","39","39","9","82","9","70","14","83","5","48","1","65","0","80","2","123","7","93","0","42","3","77","1","80","1","157","6","86","2","110","3","115","7","56","2","128","13"
"2020.08.15.00","31","0","27","1","63","1","64","1","33","0","52","3","46","1","76","15","30","0","73","1","56","4","78","1","47","3","65","6","78","1","116","2","93","0","39","0","76","2","79","2","151","2","84","8","107","5","108","6","54","5","115","1"
"2020.08.14.00","31","0","26","1","62","0","63","0","33","7","49","2","45","1","61","8","30","1","72","1","52","0","77","2","44","1","59","0","77","1","114","2","93","0","39","0","74","0","77","2","149","1","76","4","102","0","102","0","49","0","114","1"
"2020.08.13.00","31","1","25","2","62","1","63","1","26","2","47","0","44","0","53","2","29","0","71","0","52","1","75","4","43","0","59","0","76","2","112","3","93","0","39","0","74","0","75","0","148","1","72","2","102","0","102","0","49","0","113","1"
"2020.08.12.00","30","0","23","0","61","0","62","1","24","0","47","0","44","0","51","0","29","1","71","1","51","0","71","3","43","0","59","0","74","0","109","0","93","0","39","0","74","1","75","2","147","1","70","1","102","1","102","0","49","0","112","5"
"2020.08.11.00","30","0","23","0","61","0","61","0","24","0","47","0","44","0","51","0","28","0","70","0","51","0","68","0","43","0","59","0","74","2","109","0","93","0","39","0","73","1","73","1","146","0","69","1","101","0","102","0","49","0","107","2"
"2020.08.10.00","30","0","23","1","61","1","61","0","24","1","47","1","44","0","51","0","28","0","70","0","51","1","68","1","43","1","59","1","72","0","109","0","93","2","39","0","72","0","72","0","146","1","68","0","101","0","102","1","49","0","105","1"
"2020.08.09.00","30","1","22","0","60","0","61","0","23","1","46","0","44","0","51","3","28","0","70","1","50","0","67","1","42","1","58","1","72","0","109","0","91","0","39","0","72","0","72","0","145","0","68","0","101","0","101","0","49","0","104","4"
"2020.08.08.00","29","0","22","0","60","1","61","1","22","0","46","0","44","0","48","2","28","0","69","1","50","0","66","0","41","0","57","1","72","0","109","1","91","0","39","0","72","1","72","1","145","0","68","2","101","3","101","0","49","0","100","2"
"2020.08.07.00","29","0","22","0","59","2","60","1","22","0","46","0","44","0","46","1","28","0","68","2","50","0","66","0","41","0","56","2","72","0","108","0","91","0","39","0","71","0","71","1","145","0","66","0","98","0","101","0","49","0","98","1"
"2020.08.06.00","29","0","22","0","57","2","59","2","22","0","46","1","44","0","45","0","28","0","66","0","50","0","66","0","41","0","54","0","72","0","108","0","91","0","39","0","71","0","70","0","145","0","66","2","98","0","101","0","49","0","97","2"
"2020.08.05.00","29","0","22","0","55","0","57","0","22","0","45","0","44","0","45","1","28","0","66","1","50","0","66","2","41","0","54","0","72","0","108","0","91","0","39","0","71","1","70","0","145","0","64","0","98","0","101","1","49","0","95","0"
"2020.08.04.00","29","0","22","2","55","0","57","0","22","0","45","0","44","0","44","1","28","0","65","1","50","0","64","0","41","0","54","1","72","0","108","2","91","0","39","0","70","0","70","0","145","1","64","0","98","0","100","1","49","0","95","0"
